project_id,sanctioned_cost,final_cost,cost_overrun_ratio,cost_overrun_5pct,cost_overrun_10pct,cost_overrun_20pct,completion_reason,completion_date,sector,state,size_band,size_band_SMALL,size_band_MEDIUM,size_band_LARGE,size_band_XLARGE,size_band_UNKNOWN,log_sanctioned_cost,cost_revision_ratio,sector_Railways,sector_Transmission & Distribution,sector_Healthcare,sector_Shipping,sector_Roads & Highways,sector_Electricity Generation,sector_Oil & Gas,sector_Aviation & Aviation Infrastructure,sector_Water Resources,sector_PAN India,state_Gujarat,state_Uttar Pradesh,state_Maharashtra,state_Bihar,state_Tamil Nadu,state_Assam,state_Rajasthan,state_Andhra Pradesh,state_Odisha,state_Uttarakhand,completion_by_progress,completion_by_expenditure
PN-ahmedabad_-_dholera_pkg_ii_fro-gujarat-nhai,1415.34,1785.68,0.2616615088953893,1,1,1,expenditure_ge_sanctioned,2026-06,,Gujarat,XLARGE,0,0,0,1,0,7.255831358425504,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-transmission_system_for_kurnoo-multi-stat-power_grid_corporati,3546.94,3546.94,0.0,0,0,0,expenditure_ge_sanctioned,2026-06,Transmission & Distribution,"Multi-States (Telangana, Andhra Pradesh)",XLARGE,0,0,0,1,0,8.17412243235074,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-618692,1226.64,1359.14,0.1080186525794038,1,1,0,"progress_100, expenditure_ge_sanctioned",2026-06,,Uttar Pradesh,XLARGE,0,0,0,1,0,7.112848906118289,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
PC-617379,446.21,565.7,0.267788709352099,1,1,1,expenditure_ge_sanctioned,2026-06,Railways,Delhi,MEDIUM,0,1,0,0,0,6.103028282950449,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-salem_-_ulundurpet_section_fro-tamil nadu-nhai,861.23,940.44,0.0919731082289283,1,0,0,expenditure_ge_sanctioned,2026-06,,Tamil Nadu,LARGE,0,0,1,0,0,6.759522056418916,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PC-706950,744.49,1163.32,0.5625730365753736,1,1,1,expenditure_ge_sanctioned,2026-06,,"Multi-States (Goa, Karnataka)",LARGE,0,0,1,0,0,6.614041720298596,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-619146,750.53,833.12,0.1100422368193143,1,1,0,expenditure_ge_sanctioned,2026-06,,Gujarat,LARGE,0,0,1,0,0,6.622111128555922,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-705612,1953.0,5192.51,1.65873527905786,1,1,1,expenditure_ge_sanctioned,2026-06,,"Multi-States (Andhra Pradesh, Telangana)",XLARGE,0,0,0,1,0,7.577633832602728,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-400253,4803.0,6260.17,0.3033874661669791,1,1,1,expenditure_ge_sanctioned,2026-06,,"Multi-States (Andhra Pradesh, Odisha)",XLARGE,0,0,0,1,0,8.477204183199873,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-617374,1516.45,2154.73,0.4209040851989845,1,1,1,expenditure_ge_sanctioned,2026-06,Railways,Chhattisgarh,XLARGE,0,0,0,1,0,7.324786573461665,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-617949,159.66,75.64,-0.5262432669422523,0,0,0,progress_100,2026-06,Roads & Highways,Andhra Pradesh,MEDIUM,0,1,0,0,0,5.079290330745667,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PC-618749,711.94,566.96,-0.2036407562435036,0,0,0,progress_100,2026-06,,Andhra Pradesh,LARGE,0,0,1,0,0,6.569397265400712,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PC-705613,2595.0,4154.83,0.6010905587668594,1,1,1,expenditure_ge_sanctioned,2026-06,,"Multi-States (Maharashtra, Telangana)",XLARGE,0,0,0,1,0,7.86172707782398,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-balance_work_of_panikoili_rimo-odisha-nhai,183.03,185.4,0.0129486969349286,0,0,0,expenditure_ge_sanctioned,2026-06,,Odisha,MEDIUM,0,1,0,0,0,5.215098787797103,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PC-705500,540.02,836.27,0.5485907929335951,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,LARGE,0,0,1,0,0,6.29345624673987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-705498,792.89,1159.82,0.4627754165142705,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,LARGE,0,0,1,0,0,6.676944912606895,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-705504,2081.27,3191.56,0.5334675462578138,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,XLARGE,0,0,0,1,0,7.641213923763919,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-705502,1384.72,1894.7,0.3682910624530591,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,XLARGE,0,0,0,1,0,7.233975139138999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-400010,480.0,512.55,0.0678124999999998,1,0,0,expenditure_ge_sanctioned,2026-07,Aviation & Aviation Infrastructure,Ladakh,MEDIUM,0,1,0,0,0,6.175867270105761,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705481,3032.0,4498.51,0.4836774406332453,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Madhya Pradesh, Rajasthan)",XLARGE,0,0,0,1,0,8.017307507688582,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705357,138.48,1132.25,7.176270941652225,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,MEDIUM,0,1,0,0,0,4.93792122180745,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-705358,3792.0,4825.28,0.2724894514767932,1,1,1,expenditure_ge_sanctioned,2026-07,,Odisha,XLARGE,0,0,0,1,0,8.2409125416889,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PC-705359,1928.0,2164.01,0.1224118257261412,1,1,0,expenditure_ge_sanctioned,2026-07,,Odisha,XLARGE,0,0,0,1,0,7.564757012905729,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PC-705366,2067.0,2843.39,0.3756119980648282,1,1,1,expenditure_ge_sanctioned,2026-07,Railways,Bihar,XLARGE,0,0,0,1,0,7.63433723562832,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-705368,1605.0,2140.8,0.3338317757009346,1,1,1,expenditure_ge_sanctioned,2026-07,Railways,Bihar,XLARGE,0,0,0,1,0,7.381501894506707,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-705505,637.95,1090.49,0.7093659377694175,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,LARGE,0,0,1,0,0,6.459826204054712,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-705373,1473.0,3041.78,1.0650237610319078,1,1,1,expenditure_ge_sanctioned,2026-07,Railways,Bihar,XLARGE,0,0,0,1,0,7.295735072749282,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-705375,1626.0,2269.03,0.3954674046740469,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Bihar, Jharkhand)",XLARGE,0,0,0,1,0,7.394493107219038,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705391,14323.0,16931.5,0.1821196676673881,1,1,0,expenditure_ge_sanctioned,2026-07,Railways,Manipur,XLARGE,0,0,0,1,0,9.569691731118324,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705392,6663.0,6719.53,0.0084841662914603,0,0,0,expenditure_ge_sanctioned,2026-07,Railways,"Multi-States (Assam, Nagaland)",XLARGE,0,0,0,1,0,8.804475183846678,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705401,435.0,1057.21,1.430367816091954,1,1,1,expenditure_ge_sanctioned,2026-07,Railways,"Multi-States (Arunachal Pradesh, Assam)",MEDIUM,0,1,0,0,0,6.077642243349034,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705410,2018.0,2934.27,0.4540485629335975,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Himachal Pradesh, Punjab)",XLARGE,0,0,0,1,0,7.610357618312838,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705419,2913.0,3068.75,0.053467215928596,1,0,0,expenditure_ge_sanctioned,2026-07,,Madhya Pradesh,XLARGE,0,0,0,1,0,7.97728198675515,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705432,7877.0,11090.47,0.4079560746477084,1,1,1,expenditure_ge_sanctioned,2026-07,Railways,"Multi-States (Sikkim, West Bengal)",XLARGE,0,0,0,1,0,8.971829343530851,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705444,4970.0,5327.55,0.0719416498993963,1,0,0,expenditure_ge_sanctioned,2026-07,,Chhattisgarh,XLARGE,0,0,0,1,0,8.511376306094673,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705453,456.07,4509.3,8.887298002499616,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Gujarat, Madhya Pradesh)",MEDIUM,0,1,0,0,0,6.12483655203096,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705454,1794.0,1855.01,0.0340078037904125,0,0,0,expenditure_ge_sanctioned,2026-07,,"Multi-States (Gujarat, Madhya Pradesh)",XLARGE,0,0,0,1,0,7.492760300922379,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705457,1656.25,5045.54,2.046363773584906,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Madhya Pradesh, Maharashtra)",XLARGE,0,0,0,1,0,7.412914881121501,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705458,483.88,816.25,0.6868851781433414,1,1,1,expenditure_ge_sanctioned,2026-07,,Gujarat,MEDIUM,0,1,0,0,0,6.18390143764303,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-705497,3445.34,4053.03,0.1763802701620158,1,1,0,expenditure_ge_sanctioned,2026-07,Railways,Maharashtra,XLARGE,0,0,0,1,0,8.14506807733977,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-705506,1035.16,1843.54,0.780922755902469,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-07,,Maharashtra,XLARGE,0,0,0,1,0,6.943276851049216,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PC-709849,2546.9,3003.9,0.1794338215085005,1,1,0,expenditure_ge_sanctioned,2026-07,,Offshore,XLARGE,0,0,0,1,0,7.843024769454074,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705515,1173.0,2213.72,0.8872293265132138,1,1,1,expenditure_ge_sanctioned,2026-07,,Odisha,XLARGE,0,0,0,1,0,7.068172000388042,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PC-707086,325.0,353.01,0.0861846153846153,1,0,0,expenditure_ge_sanctioned,2026-07,Healthcare,Uttarakhand,MEDIUM,0,1,0,0,0,5.786897381366708,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PC-707087,325.0,470.08,0.4463999999999999,1,1,1,expenditure_ge_sanctioned,2026-07,Healthcare,Uttarakhand,MEDIUM,0,1,0,0,0,5.786897381366708,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PC-707215,573.0,656.38,0.1455148342059335,1,1,0,expenditure_ge_sanctioned,2026-07,"Tourism, Hospitality & Wellness",Gujarat,LARGE,0,0,1,0,0,6.352629396319567,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-709747,339.35,370.0,0.0903197288934727,1,0,0,expenditure_ge_sanctioned,2026-07,Electricity Generation,Gujarat,MEDIUM,0,1,0,0,0,5.829974499893961,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-709783,165.13,193.38,0.1710773330103554,1,1,0,expenditure_ge_sanctioned,2026-07,,Haryana,MEDIUM,0,1,0,0,0,5.1127706143983875,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-709813,437.21,463.96,0.061183413005192,1,0,0,expenditure_ge_sanctioned,2026-07,,Gujarat,MEDIUM,0,1,0,0,0,6.082698247530828,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-709839,4144.41,6302.5,0.5207230944814822,1,1,1,expenditure_ge_sanctioned,2026-07,,Offshore,XLARGE,0,0,0,1,0,8.329756977032337,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705356,2538.67,5054.69,0.9910780054122824,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,XLARGE,0,0,0,1,0,7.8397894303122415,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PN-617883-redevelopm-,44.0,57.0,0.2954545454545454,1,1,1,expenditure_ge_sanctioned,2026-07,,"REDEVELOPMENT OF RESIDENTIAL COLONIES AT AYUR VIGYAN NAGAR AND WEST ANSARI NAGAR CAMPUSES OF AIIMS, NEW DELHI",SMALL,1,0,0,0,0,3.8066624897703196,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-aligarh-kanpur_pkg_i_[aligarh--uttar prad-nhai,1226.64,1359.15,0.1080268049305419,1,1,0,expenditure_ge_sanctioned,2026-07,,Uttar Pradesh,XLARGE,0,0,0,1,0,7.112848906118289,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PN-assam-department-,153.71,266.14,0.731442326458916,1,1,1,expenditure_ge_sanctioned,2026-07,PAN India,Department of Higher Education,MEDIUM,0,1,0,0,0,5.041552396730977,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PN-jammu_and_kashmir-department-,424.93,484.52,0.1402348622125997,1,1,0,expenditure_ge_sanctioned,2026-07,PAN India,Department of Higher Education,MEDIUM,0,1,0,0,0,6.054275013518657,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PN-kagvadar_-_una_package-iv_6191-gujarat-nhai,750.53,833.13,0.1100555607370792,1,1,0,expenditure_ge_sanctioned,2026-07,Roads & Highways,Gujarat,LARGE,0,0,1,0,0,6.622111128555922,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PN-ladakh-ministry o-,480.0,512.55,0.0678124999999998,1,0,0,expenditure_ge_sanctioned,2026-07,PAN India,Ministry of Civil Aviation,MEDIUM,0,1,0,0,0,6.175867270105761,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PN-mizoram-ministry o-,5111.33,5577.75,0.0912521789827696,1,0,0,expenditure_ge_sanctioned,2026-07,,Ministry of Power,XLARGE,0,0,0,1,0,8.539410547964462,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-rajiv_bhima_lift_irrigation_sc-telangana-irrigation_and_cad-t,1402.0,1839.76,0.3122396576319544,1,1,1,expenditure_ge_sanctioned,2026-07,Water Resources,Telangana,XLARGE,0,0,0,1,0,7.246368080102461,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-rehabilitation_and_up_gradatio-mizoram-nhidcl,292.23,298.93,0.0229271464257605,0,0,0,expenditure_ge_sanctioned,2026-07,,Mizoram,MEDIUM,0,1,0,0,0,5.680957284014257,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-rehabilitation_and_upgradation-mizoram-nhidcl,206.9,214.51,0.0367810536491057,0,0,0,expenditure_ge_sanctioned,2026-07,,Mizoram,MEDIUM,0,1,0,0,0,5.337057194863967,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-rehabilitation_and_upgradation-telangana-morth,220.28,223.79,0.0159342654802978,0,0,0,expenditure_ge_sanctioned,2026-07,Roads & Highways,Telangana,MEDIUM,0,1,0,0,0,5.399428867916448,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-transmission_system_for_evacua-maharashtr-power_grid_corporati,224.41,224.41,0.0,0,0,0,expenditure_ge_sanctioned,2026-07,Transmission & Distribution,Maharashtra,MEDIUM,0,1,0,0,0,5.4179209661938685,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PN-upgradatiobn_and_rehabilitatio-maharashtr-morth,224.44,268.45,0.1960880413473533,1,1,0,expenditure_ge_sanctioned,2026-07,Roads & Highways,Maharashtra,MEDIUM,0,1,0,0,0,5.4180540481503705,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-707050,325.0,936.64,1.8819692307692304,1,1,1,expenditure_ge_sanctioned,2026-07,Healthcare,Gujarat,MEDIUM,0,1,0,0,0,5.786897381366708,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-707049,325.0,467.34,0.4379692307692306,1,1,1,expenditure_ge_sanctioned,2026-07,Healthcare,Gujarat,MEDIUM,0,1,0,0,0,5.786897381366708,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-707039,250.0,667.21,1.6688400000000003,1,1,1,expenditure_ge_sanctioned,2026-07,Healthcare,Sikkim,MEDIUM,0,1,0,0,0,5.5254529391317835,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-707021,250.0,271.0,0.084,1,0,0,expenditure_ge_sanctioned,2026-07,Healthcare,Jharkhand,MEDIUM,0,1,0,0,0,5.5254529391317835,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705526,519.0,746.81,0.4389402697495181,1,1,1,expenditure_ge_sanctioned,2026-07,Railways,Bihar,LARGE,0,0,1,0,0,6.253828811575473,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-705527,1216.0,1460.42,0.2010032894736841,1,1,1,expenditure_ge_sanctioned,2026-07,Railways,Bihar,XLARGE,0,0,0,1,0,7.104144092987527,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-705562,963.0,1000.05,0.0384735202492212,0,0,0,expenditure_ge_sanctioned,2026-07,,"Multi-States (Bihar, Uttar Pradesh)",LARGE,0,0,1,0,0,6.871091294610546,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705567,1016.0,777.21,-0.235029527559055,0,0,0,progress_100,2026-07,,Uttar Pradesh,XLARGE,0,0,0,1,0,6.92461239604856,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PC-705588,722.0,1216.52,0.6849307479224376,1,1,1,expenditure_ge_sanctioned,2026-07,,Uttar Pradesh,LARGE,0,0,1,0,0,6.583409222158765,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-705610,302.0,421.36,0.3952317880794702,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Andhra Pradesh, Tamil Nadu)",MEDIUM,0,1,0,0,0,5.713732805509369,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705616,2140.0,2540.98,0.187373831775701,1,1,0,expenditure_ge_sanctioned,2026-07,,"Multi-States (Chhattisgarh, Odisha)",XLARGE,0,0,0,1,0,7.669028288589683,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705629,2400.0,2886.02,0.2025083333333333,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Odisha, West Bengal)",XLARGE,0,0,0,1,0,7.783640596221253,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705632,647.0,705.66,0.0906646058732612,1,0,0,expenditure_ge_sanctioned,2026-07,,"Multi-States (Andhra Pradesh, Telangana)",LARGE,0,0,1,0,0,6.473890696352274,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705635,1432.0,3258.97,1.275817039106145,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Kerala, Tamil Nadu)",XLARGE,0,0,0,1,0,7.267525427828172,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705510,1284.0,1395.78,0.0870560747663551,1,0,0,expenditure_ge_sanctioned,2026-07,,Odisha,XLARGE,0,0,0,1,0,7.158513997329321,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PC-705659,500.0,618.19,0.23638,1,1,1,expenditure_ge_sanctioned,2026-07,,Madhya Pradesh,LARGE,0,0,1,0,0,6.2166061010848646,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
