project_id,original_completion_date,revised_completion_date,delay_months,delay_gt_3_months,delay_gt_6_months,delay_gt_12_months,completion_reason,completion_date,sector,state,size_band,log_sanctioned_cost,size_band_SMALL,size_band_MEDIUM,size_band_LARGE,size_band_XLARGE,size_band_UNKNOWN,sector_Railways,sector_Water Resources,sector_Transmission & Distribution,sector_Electricity Generation,sector_Roads & Highways,sector_Healthcare,sector_Urban Public Transport,sector_Waste & Water,sector_Oil & Gas,sector_Education,state_Gujarat,state_Maharashtra,state_Uttar Pradesh,state_Bihar,state_Andhra Pradesh,state_Karnataka,state_Assam,state_Odisha,state_Chhattisgarh,state_Madhya Pradesh,completion_by_progress,completion_by_expenditure
PC-705933,10/2027,10/2027,0,0,0,0,"progress_100, expenditure_ge_sanctioned",2026-07,,Madhya Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
PC-705410,12/2025,12/2027,24,1,1,1,expenditure_ge_sanctioned,2026-07,,"Multi-States (Himachal Pradesh, Punjab)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-himmatnagar_khedbrahma_gauge_c-gujarat-western_railway_(wr),08/2025,06/2001,-290,0,0,0,expenditure_ge_sanctioned,2025-10,Railways,Gujarat,UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PC-618533,09/2016,08/2026,119,1,1,1,"progress_100, expenditure_ge_sanctioned",2026-07,,"Multi-States (Jharkhand, West Bengal)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PC-617975,11/2019,07/2024,56,1,1,1,progress_100,2026-05,,Uttarakhand,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-701127,03/2026,06/2026,3,0,0,0,progress_100,2026-07,Aviation & Aviation Infrastructure,Rajasthan,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618549,06/2025,12/2026,18,1,1,1,expenditure_ge_sanctioned,2026-07,,Jammu and Kashmir,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-aligarh-kanpur_pkg_i_[aligarh--uttar prad-nhai,12/2024,06/2022,-30,0,0,0,expenditure_ge_sanctioned,2026-07,,Uttar Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-400105,06/2022,12/2026,54,1,1,1,expenditure_ge_sanctioned,2026-04,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-619103,04/2018,08/2026,100,1,1,1,progress_100,2026-07,,Chhattisgarh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
PC-701404,12/2019,06/2026,78,1,1,1,expenditure_ge_sanctioned,2026-07,,Odisha,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
PN-rehabilitation_and_up_gradatio-mizoram-nhidcl,10/2024,06/2022,-28,0,0,0,expenditure_ge_sanctioned,2026-07,,Mizoram,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705650,03/2027,12/2027,9,1,1,0,expenditure_ge_sanctioned,2026-06,,"Multi-States (Goa, Karnataka)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-618188,05/2025,08/2026,15,1,1,1,progress_100,2026-07,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
PC-618598,06/2022,09/2026,51,1,1,1,progress_100,2026-07,,Kerala,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-619092,07/2022,07/2026,48,1,1,1,expenditure_ge_sanctioned,2026-07,,Haryana,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-617970,06/2019,10/2023,52,1,1,1,progress_100,2026-05,,Uttarakhand,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PC-618442,08/2024,06/2026,22,1,1,1,progress_100,2026-07,,Assam,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
PC-705366,03/2020,06/2027,87,1,1,1,expenditure_ge_sanctioned,2026-07,Railways,Bihar,UNKNOWN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PC-619069,05/2022,12/2026,55,1,1,1,expenditure_ge_sanctioned,2026-07,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-609041,03/2023,12/2026,45,1,1,1,expenditure_ge_sanctioned,2025-08,,West Bengal,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PN-6l_of_it_city_chowk_to_kurali_-punjab-national_highways_au,10/2024,10/2024,0,0,0,0,expenditure_ge_sanctioned,2026-03,,Punjab,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705782,03/2025,08/2026,17,1,1,1,expenditure_ge_sanctioned,2026-07,,Uttar Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PC-705799,12/2025,12/2025,0,0,0,0,expenditure_ge_sanctioned,2026-06,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-618259,03/2023,03/2024,12,1,1,0,progress_100,2026-05,,Andhra Pradesh,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
PC-619073,02/2023,09/2026,43,1,1,1,expenditure_ge_sanctioned,2026-07,,Karnataka,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PC-705454,12/2025,12/2025,0,0,0,0,expenditure_ge_sanctioned,2026-07,,"Multi-States (Gujarat, Madhya Pradesh)",UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PC-705503,02/2025,08/2025,6,1,0,0,"progress_100, expenditure_ge_sanctioned",2026-03,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
PN-4l_of_hubli_-_hospet_section_o-karnataka-nhai,03/2020,03/2020,0,0,0,0,expenditure_ge_sanctioned,2026-06,,Karnataka,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PC-400107,06/2023,06/2027,48,1,1,1,expenditure_ge_sanctioned,2026-04,,Maharashtra,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PC-400111,12/2019,06/2026,78,1,1,1,expenditure_ge_sanctioned,2026-07,Water Resources,Chhattisgarh,UNKNOWN,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
