project_id,observation_count,reporting_month,project_name,agency,project_code,ministry,sector,state,approval_date,original_completion_date,revised_completion_date,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct,source_file,source_page,extraction_timestamp,historical_obs_count,avg_progress_historical,progress_trend,cost_increase_rate,target_next_progress,target_next_expenditure,target_progress_change
612855,13,2026-02,Transmission System for Evacuation of Power from Potential Energy Renewable Zone in Khavda Area of Gujarat under Ph-IV [7GW] Part E2,Power Grid Corporation of India Limited [POWERGRID] N18000390,612855,Transmission & Distribution,,Gujarat,05/2024,05/2026,06/2026,679.0,679.0,244.44,38.0,FlashReport_February_2026_page73_table1.csv,73,2026-08-28T21:13:49.826841,7,26.428571428571427,18.0,0.0,48.0,291.97,10.0
615342,13,2026-02,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name POWERGRID Jam Khambhaliya Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000398,615342,Transmission & Distribution,,Gujarat,10/2024,07/2026,,329.0,329.0,18.1,6.0,FlashReport_February_2026_page73_table1.csv,73,2026-08-28T21:13:49.826935,7,3.0,5.0,0.0,8.1,23.03,2.0999999999999996
615343,13,2026-02,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3],Power Grid Corporation of India Limited [POWERGRID] N18000402,615343,Transmission & Distribution,,Gujarat,11/2024,11/2026,,501.0,501.0,15.03,4.0,FlashReport_February_2026_page73_table1.csv,73,2026-08-28T21:13:49.827027,7,1.7142857142857142,2.0,0.0,5.0,20.04,1.0
615345,13,2026-02,Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID South Olpad Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000400,615345,Transmission & Distribution,,Gujarat,10/2024,10/2026,03/2027,4766.0,4766.0,1143.84,19.0,FlashReport_February_2026_page73_table1.csv,73,2026-08-28T21:13:49.827130,7,9.142857142857142,8.0,0.0,22.08,1167.67,3.0799999999999983
617069,13,2026-02,Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000411,617069,Transmission & Distribution,,Gujarat,02/2025,02/2027,,466.0,466.0,41.94,10.0,FlashReport_February_2026_page73_table1.csv,73,2026-08-28T21:13:49.827229,7,1.1428571428571428,2.0,0.0,18.0,69.9,8.0
617182,13,2026-02,Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha Transco Limited],Power Grid Corporation of India Limited [POWERGRID] N18000412,617182,Transmission & Distribution,,Gujarat,03/2025,03/2027,,172.0,172.0,39.56,27.0,FlashReport_February_2026_page73_table1.csv,73,2026-08-28T21:13:49.827314,7,11.285714285714286,21.0,0.0,30.0,48.16,3.0
617391,12,2026-02,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],Power Grid Corporation of India Limited [POWERGRID] -,617391,Transmission & Distribution,,Gujarat,02/2025,11/2026,03/2027,488.29,488.29,4.88,1.0,FlashReport_February_2026_page73_table1.csv,73,2026-08-28T21:13:49.827399,5,0.0,0.0,0.0,1.0,4.88,0.0
617405,12,2026-02,Jamnagar Transmission Limited,Adani Transmission Limited -,617405,,,Gujarat,10/2024,10/2026,,4000.0,4000.0,268.0,16.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.829259,5,8.0,16.0,0.0,17.0,540.0,1.0
617801,11,2026-02,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,Power Grid Corporation of India Limited [POWERGRID] -,617801,,,Gujarat,03/2025,12/2026,03/2027,581.74,581.74,5.81,1.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.829367,4,0.0,0.0,0.0,1.2,6.98,0.19999999999999996
619026,8,2026-02,KPSIII HVDC Transmission Limited,Adani Transmission Limited -,619026,,,Gujarat,12/2025,12/2029,,19000.0,19000.0,0.0,0.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.829450,1,,,,0.0,0.0,0.0
619029,8,2026-02,Transmission System for Reliable Power Supply to Dholera,Power Grid Corporation of India Limited [POWERGRID] -,619029,,,Gujarat,09/2024,03/2026,09/2026,319.42,319.42,19.16,9.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.829547,1,,,,15.0,46.31,6.0
619049,8,2026-02,Khavda IVA Power Transmission Limited,Adani Transmission Limited -,619049,,,Gujarat,08/2024,08/2026,,4500.0,4500.0,1876.33,55.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.829674,1,,,,58.0,2352.01,3.0
617179,13,2026-02,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,Power Grid Corporation of India Limited [POWERGRID] N18000417,617179,,,Jammu and Kashmir,07/2024,07/2026,03/2027,218.6,218.6,3.28,1.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.829978,7,0.14285714285714285,1.0,0.0,1.5,3.28,0.5
617326,12,2026-02,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,Power Grid Corporation of India Limited [POWERGRID] -,617326,,,Jharkhand,02/2012,03/2026,08/2026,1842.25,1842.25,1648.05,95.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.830137,5,95.0,0.0,0.0,95.4,1648.05,0.4000000000000057
612140,13,2026-02,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID] N18000385,612140,,,Karnataka,12/2023,12/2025,06/2026,2889.39,2889.39,2080.36,76.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.830348,7,55.42857142857143,35.0,0.0,80.41,2224.83,4.409999999999997
616672,13,2026-02,System Strengthening at Koppal-II and GadagII for integration of RE generation projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000409,616672,,,Karnataka,01/2025,06/2027,,1354.0,1354.0,148.94,13.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.830514,7,2.2857142857142856,8.0,0.0,17.22,203.1,4.219999999999999
617068,13,2026-02,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th] and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar Augmentation Transmission Limited]",Power Grid Corporation of India Limited [POWERGRID] N18000410,617068,,,Karnataka,02/2025,06/2027,,288.0,288.0,11.52,4.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.830689,7,1.2857142857142858,4.0,0.0,6.0,14.4,2.0
617184,13,2026-02,Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000419,617184,,,Karnataka,03/2025,09/2027,,3453.0,3453.0,276.24,9.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.830848,7,1.5714285714285714,6.0,0.0,11.53,345.3,2.5299999999999994
617803,11,2026-02,Transmission System Strengthening at Davanagere for Integration of RE Generation [SPV Name - POWERGRID Davanagere Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] -,617803,,,Karnataka,09/2025,09/2027,,379.0,379.0,15.16,2.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.831006,4,0.3333333333333333,1.0,0.0,2.2,15.91,0.20000000000000018
619028,8,2026-02,Augmentation of 1x500 MVA 400/220kV ICT [3rd] at Thrissur VSC HVDC Station in Kerala,Power Grid Corporation of India Limited [POWERGRID] -,619028,,,Kerala,08/2025,08/2027,,173.14,173.14,1.73,1.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.831146,1,,,,1.0,1.73,0.0
615344,13,2026-02,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID] N18000399,615344,,,Madhya Pradesh,10/2024,10/2026,03/2027,3674.0,3674.0,1285.9,31.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.831307,7,18.0,13.0,0.0,35.17,1304.27,4.170000000000002
615346,13,2026-02,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000392,615346,,,Madhya Pradesh,08/2024,08/2026,12/2026,2708.0,2708.0,1272.76,52.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.831469,7,39.714285714285715,22.0,0.0,55.0,1462.32,3.0
617272,13,2026-02,Implementation of LILO of both circuits of 400KV vindhyachal PS-Sasan D/C Line at Hindalco Switchyard,Power Grid Corporation of India Limited [POWERGRID] N18000420,617272,,,Haryana,06/2024,12/2026,,370.0,370.0,77.7,24.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.829827,7,3.857142857142857,5.0,0.0,24.39,101.75,0.39000000000000057
617279,13,2026-02,Transmission System for evacuation of power from Mahan Energen Limited Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] -,617279,,,Madhya Pradesh,06/2025,12/2027,,558.0,558.0,39.06,4.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.831632,7,0.8571428571428571,2.0,0.0,5.67,41.85,1.67
617802,11,2026-02,Augmentation of Transformation Capacity and Implementation of Line Bays at Mandsaur S/S for RE Interconnection [SPV Name- POWERGRID Mandsaur I RE Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] -,617802,,,Madhya Pradesh,10/2025,03/2028,,319.0,319.0,9.57,2.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.831818,4,0.3333333333333333,1.0,0.0,2.2,10.21,0.20000000000000018
619024,8,2026-02,Mahan Transmission Limited,Adani Transmission Limited -,619024,,,Madhya Pradesh,03/2025,04/2027,,3125.32,3125.32,50.79,12.0,FlashReport_February_2026_page74_table1.csv,74,2026-08-28T21:13:49.831952,1,,,,16.0,260.79,4.0
611966,12,2026-02,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Power Grid Corporation of India Limited [POWERGRID] N18000377,611966,,,Maharashtra,11/2023,07/2025,03/2026,224.41,224.41,161.57,74.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.834678,7,29.285714285714285,54.0,0.0,90.8,197.47,16.799999999999997
619027,8,2026-02,WRNES Talegaon Power Transmission Limited,Adani Transmission Limited -,619027,,,Maharashtra,05/2025,01/2028,,2000.0,2000.0,0.0,5.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.834914,1,,,,5.0,1.0,0.0
617185,13,2026-02,Transmission System for Integration of Kurnool-IV REZ Phase-I [for 4.5 GW] [POWERGRID Kurnool-IV Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000413,617185,,,"Multi-States (Andhra Pradesh, Karnataka)",03/2025,03/2027,,5550.0,5550.0,832.5,12.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.835112,7,2.142857142857143,9.0,0.0,15.07,860.25,3.0700000000000003
617806,10,2026-02,Transmission System for Integration of Ananthapur 2 REZ Phase 1 for 4.5 GW. SPV Name Anantapuram 2 REZ Transmission Ltd,Sterlite Power -,617806,,,"Multi-States (Andhra Pradesh, Karnataka)",08/2024,03/2027,,4535.99,4535.99,677.57,40.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.835282,3,32.0,0.0,0.0,40.0,677.57,0.0
619030,8,2026-02,Inter-Regional Strengthening between SR Grid and ER Grid,Power Grid Corporation of India Limited [POWERGRID] -,619030,,,"Multi-States (Andhra Pradesh, Odisha)",02/2026,08/2028,,2722.5,2722.5,2.7,0.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.835441,1,,,,0.5,5.4,0.5
900808,11,2026-02,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone Part-A and Part-B,Power Grid Corporation of India Limited [POWERGRID] N18000352,900808,,,"Multi-States (Andhra Pradesh, Telangana)",11/2022,11/2024,03/2026,3546.94,3546.94,3511.47,99.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.835615,7,96.71428571428571,5.0,0.0,99.68,3529.2,0.6800000000000068
617271,13,2026-02,Eastern Region Expansion Scheme-43 [ERES-43],Power Grid Corporation of India Limited [POWERGRID] N18000421,617271,,,"Multi-States (Bihar, Odisha, West Bengal)",09/2024,03/2026,06/2026,342.69,342.69,61.3,21.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.836328,7,1.8571428571428572,9.0,0.0,29.36,97.66,8.36
617807,10,2026-02,Inter-regional [NR-WR] Transmission System strengthening to relieve the loading of 765 kV Vindhyachal-Varanasi D/c line,Power Grid Corporation of India Limited [POWERGRID] -,617807,,,"Multi-States (Bihar, Uttar Pradesh)",10/2025,10/2027,,2368.0,2368.0,23.68,1.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.836842,3,0.5,1.0,0.0,1.8,28.41,0.8
617270,13,2026-02,Eastern Region Expansion Scheme-44 [ERES-44],Power Grid Corporation of India Limited [POWERGRID] N18000422,617270,,,"Multi-States (Bihar, West Bengal)",11/2024,05/2026,03/2027,408.94,408.94,4.09,1.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.837054,7,0.0,0.0,0.0,1.1,4.09,0.10000000000000009
400005,10,2026-02,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,Power Grid Corporation of India Limited [POWERGRID] N18000337,400005,,,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",01/2022,06/2023,05/2026,4546.26,4546.26,4500.79,98.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.837259,7,93.85714285714286,3.0,0.0,99.65,4523.49,1.6500000000000057
611735,13,2026-02,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part J,Power Grid Corporation of India Limited [POWERGRID] N18000378,611735,,,"Multi-States (Delhi, Rajasthan)",12/2022,03/2025,07/2026,331.0,331.0,152.36,43.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.837462,7,34.142857142857146,14.0,0.0,49.0,195.29,6.0
612132,13,2026-02,Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under Phase-III Part D Phase I [Sikar Khetri Transmission Ltd],Power Grid Corporation of India Limited [POWERGRID] N18000389,612132,,,"Multi-States (Delhi, Rajasthan)",02/2024,08/2025,06/2026,2000.0,2000.0,1610.0,82.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.837657,7,68.57142857142857,19.0,0.0,83.79,1640.0,1.7900000000000063
615347,13,2026-02,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V [8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000405,615347,,,"Multi-States (Gujarat, Maharashtra)",11/2024,05/2029,,24819.0,24819.0,2233.71,7.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.837893,7,2.7142857142857144,5.0,0.0,8.2,2258.53,1.1999999999999993
615339,13,2026-02,Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part- 3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000403,615339,,,"Multi-States (Haryana, Punjab, Rajasthan)",11/2024,11/2026,03/2027,5969.0,5969.0,1074.42,19.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.838088,7,9.571428571428571,12.0,0.0,21.69,1193.8,2.6900000000000013
615340,13,2026-02,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name POWERGRID Siwani Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000404,615340,,,"Multi-States (Haryana, Rajasthan)",11/2024,11/2026,03/2027,5357.0,5357.0,1232.11,24.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.838280,7,14.571428571428571,15.0,0.0,26.07,1339.25,2.0700000000000003
617808,10,2026-02,Inter-Regional Strengthening between SR Grid and WR Grid,Power Grid Corporation of India Limited [POWERGRID] -,617808,,,"Multi-States (Karnataka, Maharashtra)",10/2025,10/2027,,1007.0,1007.0,15.1,2.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.838448,3,0.5,1.0,0.0,2.0,18.1,0.0
612138,13,2026-02,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]",Power Grid Corporation of India Limited [POWERGRID] N18000388,612138,,,"Multi-States (Karnataka, Telangana)",02/2024,02/2026,06/2026,2147.62,2147.62,1782.52,84.0,FlashReport_February_2026_page75_table1.csv,75,2026-08-28T21:13:49.838626,7,68.42857142857143,27.0,0.0,87.32,1825.47,3.319999999999993
615333,13,2026-02,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar Mandsaur Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000393,615333,,,"Multi-States (Madhya Pradesh, Rajasthan)",08/2024,08/2026,,2227.0,2227.0,935.34,34.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.841137,7,24.0,12.0,0.0,36.57,957.61,2.5700000000000003
615334,13,2026-02,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000394,615334,,,"Multi-States (Madhya Pradesh, Rajasthan)",08/2024,08/2026,03/2027,3251.0,3251.0,1592.99,35.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.841373,7,24.857142857142858,16.0,0.0,37.17,1592.99,2.1700000000000017
617186,13,2026-02,Rajasthan REZ Ph-V [Part-1- 4 GW] [Sirohi/Nagaur] Complex [Rajasthan V Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000414,617186,,,"Multi-States (Madhya Pradesh, Rajasthan)",03/2025,03/2027,,5028.0,5028.0,553.08,14.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.841558,7,4.428571428571429,11.0,0.0,17.49,754.2,3.4899999999999984
619025,8,2026-02,RAJASTHAN PART I POWER TRANSMISSION LIMITED,Adani Transmission Limited -,619025,,,"Multi-States (Madhya Pradesh, Rajasthan, Uttar Pradesh)",01/2025,07/2029,,25000.0,25000.0,90.05,0.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.841730,1,,,,1.0,227.05,1.0
612133,13,2026-02,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part D [Neemrana Bareilly Transmission Ltd],Power Grid Corporation of India Limited [POWERGRID] N18000387,612133,,,"Multi-States (Rajasthan, Uttar Pradesh)",12/2023,12/2025,06/2026,2056.0,2056.0,1706.48,70.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.841925,7,61.857142857142854,13.0,0.0,71.69,1706.48,1.6899999999999977
616670,13,2026-02,Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5 GW] Part A [SPV name POWERGRID Ghiror Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000407,616670,,,"Multi-States (Rajasthan, Uttar Pradesh)",12/2024,12/2026,03/2027,5846.0,5846.0,1227.66,23.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.842120,7,9.428571428571429,15.0,0.0,27.54,1461.5,4.539999999999999
611947,10,2026-02,Transmission System for Evacuation of Power from REZ in Rajasthan 20GW under Phase III- Part E2,Power Grid Corporation of India Limited [POWERGRID] N18000379,611947,,,Rajasthan,11/2023,06/2025,03/2026,428.3,428.3,372.62,89.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.842298,7,67.14285714285714,38.0,0.0,97.4,406.88,8.400000000000006
611948,11,2026-02,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part H,Power Grid Corporation of India Limited [POWERGRID] N18000374,611948,,,Rajasthan,10/2023,04/2025,03/2026,2211.29,2211.29,2100.72,96.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.842473,7,86.42857142857143,23.0,0.0,97.68,2122.84,1.6800000000000068
611949,13,2026-02,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,Power Grid Corporation of India Limited [POWERGRID] N18000375,611949,,,Rajasthan,10/2023,04/2025,05/2026,1796.02,1796.02,1688.25,96.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.842643,7,88.28571428571429,17.0,0.0,98.47,1724.17,2.469999999999999
612134,13,2026-02,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],Power Grid Corporation of India Limited [POWERGRID] N18000386,612134,,,Rajasthan,12/2023,12/2025,06/2026,2998.34,2998.34,2278.73,65.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.842990,7,56.714285714285715,15.0,0.0,68.21,2278.73,3.2099999999999937
615332,13,2026-02,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000391,615332,,,Rajasthan,08/2024,08/2026,12/2026,3279.0,3279.0,1409.97,42.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.843172,7,26.714285714285715,18.0,0.0,43.68,1442.76,1.6799999999999997
615335,11,2026-02,Transmission System Strengthening for Interconnections of Bhadla-III & Bikaner III Complex [SPV Name POWERGRID BHADLA BIKANER TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID] N18000397,615335,,,Rajasthan,08/2024,08/2026,12/2026,1382.0,1382.0,442.24,36.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.843400,5,11.4,19.0,0.0,39.59,511.34,3.5900000000000034
615337,11,2026-02,Additional Transmission System for evacuation of Power from Bhadla-III PS as part of Rajasthan REZ Phase III Scheme [20 GW] [SPV Name POWERGRID Bhadla-III Power Transmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000396,615337,,,Rajasthan,08/2024,02/2026,03/2026,369.0,369.0,184.5,53.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.843600,5,27.0,39.0,0.0,58.75,206.64,5.75
615338,11,2026-02,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BARMER COMPLEX] PART F [SPV Name POWERGRID BARMER I TRANSMISSION LIMITED],Power Grid Corporation of India Limited [POWERGRID] N18000401,615338,,,Rajasthan,11/2024,11/2026,06/2027,2735.0,2735.0,820.5,28.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.843791,5,15.2,19.0,0.0,30.42,847.85,2.4200000000000017
617181,11,2026-02,"Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS [POWERGRID Fatehgarh Barmer Augmentation Transmission Limited]",Power Grid Corporation of India Limited [POWERGRID] N18000415,617181,,,Rajasthan,03/2025,12/2026,03/2027,404.0,404.0,24.24,6.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.843971,5,1.2,3.0,0.0,6.8,26.26,0.7999999999999998
616671,11,2026-02,Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4 [2x1000 MW] [SPV Name POWERGRID Kudankulam Tarnsmission Limited],Power Grid Corporation of India Limited [POWERGRID] N18000408,616671,,,Tamil Nadu,01/2025,12/2026,12/2026,548.0,548.0,115.08,15.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.844153,5,9.4,10.0,0.0,17.28,117.82,2.280000000000001
617269,11,2026-02,Transmission System for Strengthening to facilitate evacuation of power from Bhadla/Bikaner Complex,Power Grid Corporation of India Limited [POWERGRID] N18000423,617269,,,Uttar Pradesh,12/2024,06/2026,08/2026,212.81,212.81,4.25,3.0,FlashReport_February_2026_page76_table1.csv,76,2026-08-28T21:13:49.844328,5,0.2,1.0,0.0,3.0,5.32,0.0
617412,10,2026-02,"Construction of One Tower of Office Complex and another Tower of Residential quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and maintenance of Civil, E&M services for 7 years after completion of original construction work for Ranga Reddy, Secunderabad, Medchal, AuditI, Audit-II Commissionerates of Central Tax at Khajaguda, Serilingampally, Hyderabad.",Central Public Works Department - CPWD -,617412,Ministry of Housing & Urban Affairs,Construction,Telangana,03/2024,09/2027,,644.0,644.0,136.51,16.0,FlashReport_February_2026_page77_table1.csv,77,2026-08-28T21:13:49.846905,4,11.333333333333334,6.0,0.0,17.0,161.57,1.0
707229,11,2026-02,"Integrated Command control Center [ICCC] - Construction and Development of Integrated Command Control Center with Security, Surveillance, ITMS, Connecting Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System",ministry of housing and urban affairs -,707229,Ministry of Housing & Urban Affairs,Real Estate,Andaman & Nicobar,07/2021,05/2023,,209.88,209.88,0.0,70.0,FlashReport_February_2026_page77_table1.csv,77,2026-08-28T21:13:49.847179,5,56.0,70.0,0.0,70.0,0.0,0.0
400188,11,2026-02,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,National Buildings Construction Corporation [NBCC] -,400188,Ministry of Housing & Urban Affairs,Real Estate,Delhi,07/2016,12/2025,12/2025,32850.0,32841.0,12975.31,45.0,FlashReport_February_2026_page77_table1.csv,77,2026-08-28T21:13:49.847375,5,8.6,43.0,-0.000273972602739726,46.5,13885.72,1.5
701719,11,2026-02,Rehablitation in Junavadaj Area Smart City Project,ministry of housing and urban affairs -,701719,Ministry of Housing & Urban Affairs,Real Estate,Gujarat,02/2016,07/2022,,539.0,539.0,39.63,50.0,FlashReport_February_2026_page77_table1.csv,77,2026-08-28T21:13:49.847533,5,50.0,0.0,0.0,50.0,39.63,0.0
701766,11,2026-02,Green Building Development Project,ministry of housing and urban affairs -,701766,Ministry of Housing & Urban Affairs,Real Estate,Uttarakhand,11/2019,11/2023,,150.97,150.97,18.95,31.0,FlashReport_February_2026_page77_table1.csv,77,2026-08-28T21:13:49.847686,5,24.8,31.0,0.0,31.0,18.95,0.0
