project_id,observation_count,reporting_month,project_name,agency,project_code,ministry,sector,state,approval_date,original_completion_date,revised_completion_date,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct,source_file,source_page,extraction_timestamp,cost_overrun_ratio,cost_overrun_5pct,cost_overrun_10pct,cost_overrun_20pct,delay_months,delay_gt_3_months,delay_gt_6_months,delay_gt_12_months,future_3m_cost_revision,future_6m_cost_revision,future_3m_progress_stall,future_6m_progress_stall
608302,4,2025-10,Transmission system for evacuation of Power from Pakaldul HEP in Chenab Valley HEPs - LTA System,Power Grid Corporation of India Limited [POWERGRID],608302,,,Jammu and Kashmir,02/2022,04/2025,11/2025,318.12,318.12,317.12,100.0,FlashReport_October_2025_page49_table1.csv,49,2026-08-28T21:13:53.559318,-0.003143467873758299,0,0,0,7,1,1,0,,,,
702631,6,2026-01,"Ahmedabad Metro Rail Project, Phase-II",Gujarat Metro Rail Corporation Limited [GMRCL],702631,Ministry of Housing & Urban Affairs,Urban Public Transport,Gujarat,03/2019,03/2024,12/2025,5384.17,5384.17,4960.02,100.0,FlashReport_January_2026_page71_table1.csv,71,2026-08-28T21:13:50.410949,-0.07877723028804806,0,0,0,21,1,1,1,0,0,1,1
702735,8,2026-03,Sewerage Management Scheme Part-3 Implementation,Ministry of Housing & Urban Affairs -,702735,Waste & Water,,Haryana,03/2017,03/2023,05/2026,213.19,213.19,180.32,100.0,FlashReport_March_2026_page68_table1.csv,68,2026-08-28T21:13:52.487319,-0.15418171584033025,0,0,0,38,1,1,1,,,,
702798,8,2026-03,Jabalpur Sewerage Management and Treatment Infrastructure Project,Ministry of Housing & Urban Affairs -,702798,Waste & Water,,Madhya Pradesh,10/2018,03/2023,06/2026,362.31,362.31,332.05,100.0,FlashReport_March_2026_page68_table1.csv,68,2026-08-28T21:13:52.488302,-0.08351963787916428,0,0,0,39,1,1,1,,,,
702948,6,2026-01,Jaunpur Sewerage Management Infrastructure Project,Ministry of Housing & Urban Affairs,702948,,,Uttar Pradesh,03/2017,06/2023,03/2026,235.73,235.73,221.27,100.0,FlashReport_January_2026_page73_table1.csv,73,2026-08-28T21:13:50.440525,-0.0613413651211131,0,0,0,33,1,1,1,,,,
701576,7,2026-01,Berth No. 2 [previously Berth 3] of HDC Mechanization Project,"Haldia Dock Complex, Syama Prasad Mookerjee Port Authority",701576,"Ministry of Ports, Shipping and Waterways",Shipping,West Bengal,11/2022,09/2025,01/2026,298.26,298.26,480.0,100.0,FlashReport_January_2026_page80_table1.csv,80,2026-08-28T21:13:50.487896,0.6093341380004025,1,1,1,4,1,0,0,0,0,1,1
709827,8,2026-02,CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX,National Mineral Development Corporation Limited [NMDC] N12000130,709827,"Tourism, Hospitality & Wellness",Steel,Chhattisgarh,07/2021,12/2025,02/2026,349.75,349.75,326.85,100.0,FlashReport_February_2026_page89_table1.csv,89,2026-08-28T21:13:49.916259,-0.06547533952823437,0,0,0,2,0,0,0,,,,
400065,5,2025-11,Installation of 4th Slab Caster along with its Auxiliaries and a New Ladle Furnace in SMS-II at Rourkela Steel Plant,Steel Authority of India Limited [SAIL],400065,"Tourism, Hospitality & Wellness",Steel,Odisha,01/2022,05/2025,09/2025,1105.23,1105.23,790.11,100.0,FlashReport_November_2025_page60_table1.csv,60,2026-08-28T21:13:53.368117,-0.28511712494231967,0,0,0,4,1,0,0,,,,
705694,5,2025-07,Provision of Work-site Tampers [WST] Railway Project,EDTK[MC]/RB,705694,,,Delhi,01/2016,12/2023,,187.72,187.72,141.91,100.0,FlashReport_July_2025_page55_table1.csv,55,2026-08-28T21:13:50.819010,-0.2440336671638611,0,0,0,0,0,0,0,0,0,1,1
705651,8,2026-02,Katni - Bina Third Railway Line [279 km],West Central Railway WCR I -,705651,,,Madhya Pradesh,06/2016,03/2022,12/2025,2478.23,4127.23,3368.11,100.0,FlashReport_February_2026_page93_table1.csv,93,2026-08-28T21:13:49.940131,0.3590788587015734,1,1,1,45,1,1,1,,,,
705503,9,2025-11,Pune - Miraj-Londa [467 Kilometres],Central Railway,705503,,,Maharashtra,06/2016,02/2025,08/2025,4027.53,4872.52,4969.74,100.0,FlashReport_November_2025_page65_table1.csv,65,2026-08-28T21:13:53.395881,0.23394239149056606,1,1,1,6,1,0,0,0,0,1,1
705863,3,2025-09,Bahraich - Nanpara - Nepalganj Road Gauge Conversion,North Eastern Railway [NER],705863,,,Uttar Pradesh,07/2020,07/2025,09/2025,950.0,550.0,507.02,100.0,FlashReport_September_2025_page68_table1.csv,68,2026-08-28T21:13:53.948045,-0.4662947368421053,0,0,0,2,0,0,0,,,,
701600,8,2025-11,354 Uncovered Villages Scheme,Department of Telecommunications [DoT],701600,,,"Multi-States (Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Ladakh, Rajasthan, Uttar Pradesh)",12/2019,10/2021,08/2025,336.89,301.13,235.96,100.0,FlashReport_November_2025_page70_table1.csv,70,2026-08-28T21:13:53.427568,-0.2995933390721006,0,0,0,46,1,1,1,0,0,1,1
709858,4,2025-08,OPTICAL TRANSPORT NETWORK [OTN] PH-4 IN BSNL,BSNL,709858,,,PAN India,02/2024,08/2025,10/2025,810.99,810.99,741.9,100.0,FlashReport_August_2025_page64_table1.csv,64,2026-08-28T21:13:48.737461,-0.08519217252987099,0,0,0,2,0,0,0,0,0,1,1
400117,2,2025-07,Arjun Sahayak Project,Irrigation & Water Resources-UP,400117,,,Uttar Pradesh,04/2009,12/2019,,741.38,2465.68,3218.3,100.0,FlashReport_July_2025_page65_table1.csv,65,2026-08-28T21:13:50.880774,3.340958752596509,1,1,1,0,0,0,0,0,0,1,1
618575,6,2025-12,"6L Standalone Flyovers at Bongaigaon, Chapaguri, Pathsala, Simlaguri chowk and Baihata Bypass Junctions on stretches of NH-31 and NH-27",National Highways Authority of India [NHAI],618575,,,Assam,03/2022,07/2024,,457.72,412.15,371.63,100.0,FlashReport_December_2025_page44_table1.csv,44,2026-08-28T21:13:48.885907,-0.18808441842174262,0,0,0,0,0,0,0,0,0,1,1
612185,6,2026-01,C/o Construction of 200 bedded [Up-gradable to 300 bedded] ESI Hospital at Surat Gujarat.,Employee's State Insurance Company [ESIC],612185,,,Gujarat,06/2019,06/2025,01/2026,209.36,209.36,202.62,100.0,FlashReport_January_2026_page80_table1.csv,80,2026-08-28T21:13:50.484059,-0.03219335116545663,0,0,0,7,1,1,0,0,0,1,1
612178,7,2026-03,"Construction of 100 Bedded ESIC Hospital building and 32 Nos Residential Quarters at Vallam Vadangal, SIPCOT, Sriperumbudur",Employee's State Insurance Company [ESIC] -,612178,Ministry of Labour and Employment,Healthcare,Tamil Nadu,02/2015,06/2025,03/2026,152.95,177.01,127.22,100.0,FlashReport_March_2026_page77_table1.csv,77,2026-08-28T21:13:52.533643,-0.16822491010134022,0,0,0,9,1,1,0,,,,
611142,8,2025-10,Fairway Development in West Bengal Farakka - Kahelgaon,Inland Waterways Authority of India [IWAI],611142,"Ministry of Ports, Shipping and Waterways",Inland Waterways,Offshore,08/2018,07/2023,04/2024,177.0,197.0,183.32,100.0,FlashReport_October_2025_page59_table1.csv,59,2026-08-28T21:13:53.622096,0.03570621468926549,0,0,0,9,1,1,0,0,0,1,1
619115,2,2026-02,4L of Byrapura to Challakere Section from km 308.550 to km 358.500 of NH-150 A,National Highways Authority of India [NHAI] -,619115,,,Karnataka,03/2018,12/2020,06/2021,796.77,1195.54,201.53,100.0,FlashReport_February_2026_page125_table1.csv,125,2026-08-28T21:13:49.367501,-0.7470662801059277,0,0,0,6,1,0,0,,,,
618696,2,2026-02,Bellary to Byrapura Section km 253.600 to km 308.550 of NH-150A,National Highways Authority of India [NHAI] -,618696,,,"Multi-States (Andhra Pradesh, Karnataka)",03/2018,10/2021,09/2022,1281.47,1689.6,349.37,100.0,FlashReport_February_2026_page139_table1.csv,139,2026-08-28T21:13:49.438613,-0.7273677885553309,0,0,0,11,1,1,0,,,,
619113,3,2026-01,4L of Padalur - Trichy section from km. 285.00 to km. 325.00 of NH - 45 Pkg VI-C,National Highways Authority of India [NHAI],619113,,,Tamil Nadu,11/2006,05/2009,,555.8,235.8,-0.08,100.0,FlashReport_January_2026_page123_table1.csv,123,2026-08-28T21:13:50.114860,-1.0001439366678662,0,0,0,0,0,0,0,0,0,1,1
701390,1,2025-07,Arjuna Medium Irrigation project,Department of water resources-MH - II,701390,,,Maharashtra,01/2008,12/2019,,333.87,611.0,803.89,100.0,FlashReport_July_2025_page65_table1.csv,65,2026-08-28T21:13:50.879485,1.4077934525414082,1,1,1,0,0,0,0,,,,
